title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Barfi! ,India,"Comedy, Drama, Romance",Hindi,3.0,True,Not Rated,14-Sep-12,151 min,20-Nov-12,"69,041",,,,,8.1/10,86%,0,0,35,21,Low
Open Season ,USA,"Animation, Adventure, Comedy, Family, Fantasy",English,10.0,True,PG,29-Sep-06,86 min,30-Jan-07,"78,535",,,,,6.1/10,48%,49/100,0,1,9,High
Final Destination 2 ,"USA, Canada",Horror,English,6.0,True,R,31-Jan-03,90 min,22-Jul-03,"1,40,523",46.0,1213.0,513859.0,118.0,6.2/10,48%,38/100,0,0,4,High
Stateside ,"Germany, USA","Drama, Music, Romance",English,1.0,False,R,27-Feb-04,97 min,12-Oct-04,"1,754",,,,,6.0/10,24%,35/100,0,1,0,Low
Price Check ,USA,"Comedy, Drama",English,1.0,False,Not Rated,01-Apr-14,92 min,19-Mar-13,"2,070",,,,,5.4/10,67%,67/100,0,0,0,Low
Hell Baby ,USA,"Comedy, Horror",English,2.0,True,R,01-Mar-14,98 min,31-Dec-13,"8,482",878.0,36293.0,5650932.0,2572.0,4.9/10,31%,41/100,0,0,0,Low
Collateral ,USA,"Crime, Drama, Thriller","English, Spanish, French, Korean",1.0,False,R,06-Aug-04,120 min,14-Dec-04,"3,35,589",1.0,12.0,28745.0,4.0,7.5/10,86%,71/100,1,23,68,High
Alan Partridge: Alpha Papa ,"UK, France","Action, Comedy, Crime",English,9.0,True,R,27-Feb-14,90 min,10-Jun-14,"27,934",13.0,102.0,32233.0,2.0,6.9/10,86%,66/100,0,2,7,Low
Dr. Dolittle 2 ,USA,"Comedy, Family, Fantasy",English,2.0,True,PG,22-Jun-01,87 min,23-Oct-01,"38,983",,,,,4.7/10,42%,49/100,0,3,6,High
Edge of Tomorrow ,"USA, Canada","Action, Sci-Fi",English,4.0,True,PG-13,06-Jun-14,113 min,07-Oct-14,"5,47,563",2722.0,16927.0,7144570.0,645.0,7.9/10,90%,71/100,0,11,37,High
Citadel ,"Ireland, UK","Drama, Horror, Thriller",English,1.0,False,R,01-Mar-13,84 min,29-Jan-13,"6,349",50.0,191.0,91917.0,61.0,5.5/10,55%,60/100,0,11,7,Low
The Connection ,"France, Belgium","Action, Crime, Thriller","French, Italian, English",2.0,True,R,15-May-15,135 min,29-Sep-15,"8,904",2.0,49.0,18386.0,7.0,7.1/10,78%,67/100,0,2,5,Low
New Year's Eve ,USA,"Comedy, Romance",English,1.0,False,PG-13,09-Dec-11,113 min,01-May-12,"76,723",0.0,17.0,31901.0,1.0,5.7/10,7%,22/100,0,2,8,High
Letters to God ,USA,"Drama, Family","English, Italian",4.0,True,PG,09-Apr-10,110 min,10-Aug-10,"4,413",337.0,2052.0,860369.0,105.0,6.3/10,24%,31/100,0,0,1,Low
"Lucky Ones, The ",USA,"Comedy, Drama, War",English,2.0,False,R,26-Sep-08,115 min,27-Jan-09,"12,856",25.0,148.0,148269.0,12.0,7.0/10,37%,53/100,0,0,0,Low
"Separation, A ","Iran, France","Drama, Thriller",Persian,1.0,False,PG-13,16-Mar-11,123 min,21-Aug-12,"1,95,986",170.0,861.0,536366.0,48.0,8.3/10,99%,95/100,1,82,45,High
Red Hill ,Australia,"Thriller, Western",English,1.0,False,R,05-Nov-10,95 min,25-Jan-11,"7,869",,,,,6.4/10,79%,62/100,0,0,5,Low
Signs ,USA,"Drama, Mystery, Sci-Fi, Thriller","English, Portuguese",1.0,False,PG-13,02-Aug-02,106 min,07-Jan-03,"3,17,466",43.0,321.0,253813.0,31.0,6.7/10,73%,59/100,0,3,32,High
Son of God ,USA,"Biography, Drama, History","English, Hebrew",4.0,False,PG-13,28-Feb-14,138 min,03-Jun-14,"17,607",15463.0,34691.0,8522534.0,3592.0,5.8/10,21%,37/100,0,2,1,High
Puss in Boots ,USA,"Animation, Action, Adventure, Comedy, Family, Fantasy","English, Spanish",5.0,True,PG,28-Oct-11,90 min,24-Feb-12,"1,33,152",589.0,7654.0,6166716.0,676.0,6.6/10,85%,65/100,1,9,42,High
"Boys Are Back, The ","Australia, UK",Drama,English,2.0,True,PG-13,12-Nov-09,104 min,26-Jan-10,"9,571",48.0,124.0,65908.0,9.0,6.8/10,72%,57/100,0,0,6,Low
Trapped ,"USA, Germany","Action, Crime, Drama, Thriller",English,2.0,True,R,20-Sep-02,106 min,24-Dec-02,"21,652",0.0,,349482.0,,6.2/10,17%,42/100,0,0,0,High
Crash ,"Canada, UK",Drama,"English, Swedish",2.0,True,R,21-Mar-97,100 min,17-Nov-98,"47,975",151.0,479.0,1031680.0,53.0,6.4/10,59%,47/100,0,8,4,Low
Tropic Thunder ,"USA, UK, Germany","Action, Adventure, Comedy, War","English, Mandarin",5.0,True,R,13-Aug-08,107 min,18-Nov-08,"3,51,578",,,,,7.0/10,81%,71/100,1,10,43,High
Yes Man ,"USA, UK","Comedy, Romance","English, Korean, Estonian",4.0,True,PG-13,19-Dec-08,104 min,07-Apr-09,"3,10,995",72.0,453.0,422330.0,21.0,6.8/10,46%,46/100,0,3,8,High
Surfwise ,USA,"Documentary, Sport",English,1.0,False,R,09-May-08,93 min,29-Jul-08,"1,377",14.0,110.0,33415.0,2.0,7.3/10,98%,72/100,0,0,3,Low
Heist ,"Canada, USA","Action, Crime, Drama, Thriller",English,1.0,False,R,09-Nov-01,109 min,12-Mar-02,"31,195",20.0,155.0,127117.0,14.0,6.5/10,66%,66/100,0,0,0,High
Last Days in Vietnam ,USA,"Documentary, History, War",English,2.0,False,Not Rated,17-Jan-14,98 min,28-Apr-15,"3,471",0.0,3.0,12933.0,1.0,7.6/10,95%,86/100,1,4,10,Low
Lola Versus ,USA,Comedy,English,2.0,False,R,08-Jun-12,87 min,11-Sep-12,"7,958",102.0,1004.0,1182241.0,96.0,5.5/10,36%,49/100,0,0,2,Low
"Notorious Bettie Page, The ",USA,"Biography, Drama",English,2.0,False,R,05-May-06,91 min,26-Sep-06,"9,838",54.0,560.0,361022.0,27.0,6.6/10,56%,64/100,0,0,3,Low
Jiminy Glick in La La Wood ,"Canada, USA","Comedy, Mystery",English,4.0,False,R,06-May-05,90 min,04-Oct-05,"1,642",4.0,27.0,14825.0,1.0,5.4/10,22%,41/100,0,0,3,Low
Something from Nothing: The Art of Rap ,"UK, USA","Documentary, Music",English,,False,R,20-Jul-12,106 min,18-Sep-12,"3,217",,,,,7.2/10,86%,66/100,0,1,2,Low
Easy Money ,"Sweden, Germany, Denmark, France","Action, Crime, Drama, Thriller","Swedish, Serbian, Spanish, English, German",5.0,True,R,15-Jan-10,124 min,26-Mar-13,"15,639",8.0,20.0,40468.0,2.0,6.7/10,85%,75/100,0,4,1,Low
Cherish ,USA,"Comedy, Drama, Thriller, Mystery",English,1.0,False,R,17-Jan-03,99 min,01-Jun-04,"2,564",0.0,,2959.0,,6.7/10,51%,51/100,0,0,2,Low
Drillbit Taylor ,USA,"Comedy, Drama",English,5.0,True,PG-13,21-Mar-08,110 min,01-Jul-08,"55,251",513.0,2348.0,1940793.0,76.0,5.7/10,26%,41/100,0,1,2,High
Sorority Boys ,USA,Comedy,"English, Indonesian",2.0,False,R,22-Mar-02,93 min,15-Oct-02,"13,174",29.0,722.0,451707.0,48.0,5.5/10,13%,25/100,0,1,1,High
Middle of Nowhere ,USA,Drama,English,1.0,False,R,01-Sep-14,97 min,13-Jan-15,"1,257",0.0,4.0,1420.0,0.0,6.4/10,88%,75/100,0,13,19,Low
Merchants of Doubt ,USA,Documentary,English,4.0,True,PG-13,12-Dec-14,96 min,07-Jul-15,"3,340",4.0,36.0,12897.0,4.0,7.7/10,84%,70/100,0,1,3,Low
Saw IV ,"USA, Canada","Crime, Horror, Mystery, Thriller",English,5.0,True,R,26-Oct-07,93 min,22-Jan-08,"1,30,900",0.0,39.0,32706.0,4.0,5.9/10,18%,36/100,0,2,6,High
Friday Night Lights ,"Germany, USA","Action, Drama, Sport",English,3.0,True,PG-13,08-Oct-04,118 min,18-Jan-05,"54,383",1049.0,3352.0,1292810.0,111.0,7.3/10,81%,70/100,0,2,5,High
Black Knight ,USA,"Adventure, Comedy, Fantasy",English,3.0,False,PG-13,21-Nov-01,95 min,16-Apr-02,"35,529",,,686315.0,,4.8/10,13%,32/100,0,0,2,High
"Class, The ",France,Drama,"French, Bambara, Spanish",4.0,True,PG-13,13-Mar-09,128 min,11-Aug-09,"32,339",25.0,179.0,197481.0,9.0,7.5/10,96%,92/100,1,10,27,Low
"Moine, Le ","Spain, France","Drama, Mystery, Thriller",French,3.0,True,R,13-Jul-11,101 min,,"3,501",6.0,97.0,136745.0,4.0,5.8/10,63%,56/100,0,2,1,Low
Super Troopers ,USA,"Comedy, Crime, Mystery","English, German, French",5.0,False,R,15-Feb-02,100 min,06-Aug-02,"91,310",7.0,117.0,126251.0,16.0,7.1/10,35%,48/100,0,1,0,High
Oblivion ,USA,"Action, Adventure, Sci-Fi",English,3.0,True,PG-13,19-Apr-13,124 min,06-Aug-13,"4,52,990",52.0,522.0,340752.0,43.0,7.0/10,53%,54/100,0,0,14,High
Super 8 ,USA,"Mystery, Sci-Fi, Thriller",English,1.0,False,PG-13,10-Jun-11,112 min,22-Nov-11,"3,20,760",13.0,50.0,84605.0,5.0,7.0/10,81%,72/100,0,11,67,High
Armored ,USA,"Action, Crime, Thriller",English,1.0,False,PG-13,04-Dec-09,88 min,16-Mar-10,"28,636",82.0,293.0,286865.0,30.0,5.7/10,40%,50/100,0,0,0,High
Last Night ,"USA, France","Drama, Romance",English,1.0,False,R,16-Feb-11,93 min,01-Aug-11,"44,764",2.0,103.0,123104.0,5.0,6.6/10,54%,50/100,0,0,4,Low
Land Ho! ,"Iceland, USA","Adventure, Comedy",English,2.0,False,R,19-Jan-14,95 min,03-Nov-14,"2,364",1.0,9.0,7374.0,4.0,5.9/10,82%,68/100,0,2,3,Low
Darkness Falls ,"USA, Australia","Fantasy, Horror, Mystery, Thriller",English,4.0,True,PG-13,24-Jan-03,86 min,29-Apr-03,"28,668",652.0,2302.0,1458259.0,196.0,5.0/10,9%,23/100,0,1,2,High
"Sisterhood of the Traveling Pants, The ",USA,"Comedy, Drama, Romance","English, Greek, Spanish",3.0,True,PG,01-Jun-05,119 min,11-Oct-05,"51,068",42.0,535.0,524681.0,103.0,6.5/10,77%,66/100,0,1,14,High
"Prestige, The ","USA, UK","Drama, Mystery, Sci-Fi, Thriller",English,3.0,True,PG-13,20-Oct-06,130 min,20-Feb-07,"10,60,585",55.0,661.0,362853.0,13.0,8.5/10,76%,66/100,1,5,37,High
Dumb and Dumberer: When Harry Met Lloyd ,USA,Comedy,English,6.0,True,PG-13,13-Jun-03,85 min,11-Nov-03,"34,373",116.0,231.0,249699.0,219.0,3.4/10,10%,19/100,0,1,7,High
Hardball ,"Germany, USA","Drama, Sport","English, German",2.0,True,PG-13,14-Sep-01,106 min,19-Feb-02,"26,301",,,249717.0,,6.4/10,40%,48/100,0,0,2,High
"Grudge 2, The ","USA, Japan","Horror, Thriller","English, Japanese",2.0,True,PG-13,13-Oct-06,102 min,06-Feb-07,"44,164",2039.0,11053.0,5522179.0,3080.0,5.0/10,12%,33/100,0,0,3,High
Undefeated ,USA,"Documentary, Sport",English,,False,PG-13,03-Aug-12,113 min,19-Feb-13,"6,422",0.0,23.0,27103.0,1.0,7.8/10,96%,71/100,1,3,8,Low
"Boat That Rocked, The ","UK, France, Germany","Comedy, Drama, Music",English,1.0,False,R,13-Nov-09,117 min,13-Apr-10,"1,01,590",,,,,7.4/10,62%,58/100,0,1,8,High
Innocence ,USA,"Adventure, Fantasy, Horror, Mystery, Romance, Thriller",English,3.0,True,PG-13,11-Jan-16,96 min,03-Mar-15,996,,,,,4.6/10,16%,26/100,0,0,0,Low
Silk ,"Canada, France, Italy, UK, Japan","Drama, Romance","English, Japanese, Latin",3.0,True,R,21-Sep-07,107 min,26-Feb-08,"10,458",,,,,5.9/10,7%,39/100,0,7,5,Low
Snakes on a Plane ,"USA, Germany","Action, Crime, Thriller",English,4.0,True,R,18-Aug-06,105 min,02-Jan-07,"1,26,113",146.0,225.0,398522.0,42.0,5.5/10,69%,58/100,0,3,7,High
"Joneses, The ",USA,Drama,English,2.0,True,R,23-Apr-10,96 min,10-Aug-10,"36,802",266.0,1564.0,1556627.0,125.0,6.5/10,62%,55/100,0,0,1,Low
"Honest Liar, An ","USA, UK","Documentary, Biography, Comedy, History",English,3.0,False,Not Rated,02-Nov-14,90 min,,"8,421",,,,,7.5/10,97%,76/100,0,6,4,Low
Street Fighter: The Legend of Chun-Li ,"Canada, India, USA, Japan, Thailand","Action, Crime, Thriller","English, Hindi, Japanese, Thai",2.0,True,PG-13,27-Feb-09,96 min,30-Jun-09,"21,823",,,,,3.7/10,5%,17/100,0,0,0,High
Being Flynn ,USA,Drama,English,2.0,True,R,19-Apr-12,102 min,10-Jul-12,"15,793",0.0,3.0,8089.0,1.0,6.4/10,51%,53/100,0,1,0,Low
We Were Soldiers ,"USA, Germany","Action, Drama, History, War","English, Vietnamese, French",3.0,True,R,01-Mar-02,138 min,20-Aug-02,"1,21,372",,,475353.0,,7.2/10,63%,65/100,0,3,5,High
Raising Helen ,USA,"Comedy, Drama, Romance",English,4.0,True,PG-13,28-May-04,119 min,12-Oct-04,"33,949",68.0,1321.0,1165237.0,44.0,6.0/10,25%,38/100,0,0,1,High
Summer Wars ,Japan,"Animation, Action, Comedy, Drama, Family, Romance, Sci-Fi, Thriller","Japanese, English",4.0,True,PG,01-Aug-09,114 min,15-Feb-11,"22,956",611.0,4798.0,912529.0,76.0,7.5/10,77%,63/100,0,10,5,Low
Enemy ,"Canada, Spain, France","Mystery, Thriller",English,2.0,True,R,06-Feb-14,91 min,24-Jun-14,"1,43,581",5.0,31.0,40193.0,4.0,6.9/10,71%,61/100,0,16,23,Low
Christmas with the Kranks ,USA,"Comedy, Family","English, Spanish",2.0,True,PG,24-Nov-04,99 min,08-Nov-05,"36,803",260.0,763.0,729365.0,101.0,5.3/10,5%,22/100,0,3,4,High
White House Down ,USA,"Action, Drama, Thriller",English,1.0,False,PG-13,28-Jun-13,131 min,05-Nov-13,"1,91,478",2.0,17.0,46521.0,2.0,6.4/10,51%,52/100,0,3,9,High
Black ,India,Drama,"Hindi, English",5.0,True,Not Rated,04-Feb-05,122 min,10-May-05,"30,863",152.0,1787.0,884691.0,119.0,8.2/10,67%,0,0,30,3,Low
Silent House ,"France, USA","Drama, Horror, Mystery, Thriller",English,3.0,True,R,09-Mar-12,86 min,24-Jul-12,"20,872",1636.0,3475.0,2521580.0,465.0,5.3/10,42%,49/100,0,1,2,High
Boyhood ,USA,Drama,"English, Spanish",1.0,False,R,15-Aug-14,165 min,06-Jan-15,"3,15,829",8.0,107.0,71718.0,9.0,7.9/10,97%,100/100,1,171,209,High
Inhale ,USA,"Drama, Thriller","English, Spanish",3.0,True,R,22-Oct-10,83 min,25-Jan-11,"6,006",,,,,6.6/10,38%,39/100,0,0,3,Low
Fright Night ,USA,"Comedy, Horror",English,3.0,True,R,19-Aug-11,106 min,13-Dec-11,"94,662",3541.0,6947.0,4184842.0,638.0,6.4/10,72%,64/100,0,2,8,High
Today's Special ,USA,Comedy,English,3.0,True,R,11-Nov-09,99 min,20-Sep-11,"6,012",5.0,47.0,18847.0,2.0,6.6/10,81%,57/100,0,0,0,Low
"Artist and the Model, The ","Spain, France",Drama,"French, Spanish",2.0,False,R,02-Aug-13,105 min,11-Feb-14,"1,443",0.0,3.0,3019.0,1.0,6.7/10,70%,53/100,0,3,25,Low
Happy Christmas ,USA,"Comedy, Drama",English,1.0,True,R,26-Jun-14,82 min,11-Nov-14,"7,214",31.0,407.0,26609.0,9.0,5.5/10,74%,70/100,0,0,5,Low
Maleficent ,USA,"Action, Adventure, Family, Fantasy, Romance",English,2.0,True,PG,30-May-14,97 min,04-Nov-14,"3,04,775",6015.0,54098.0,19081580.0,2748.0,7.0/10,54%,56/100,1,10,42,High
Raajneeti ,India,"Crime, Drama","Hindi, English",3.0,False,Not Rated,04-Jun-10,163 min,12-Aug-10,"15,125",1.0,31.0,118354.0,25.0,7.1/10,13%,0,0,1,14,Low
Lucky Numbers ,"France, USA","Comedy, Crime",English,1.0,False,R,27-Oct-00,105 min,20-Mar-01,"9,395",,,31099.0,,5.0/10,22%,31/100,0,2,1,High
"Spiderwick Chronicles, The ",USA,"Action, Adventure, Drama, Family, Fantasy",English,5.0,True,PG,14-Feb-08,96 min,24-Jun-08,"81,641",,,658795.0,,6.6/10,80%,62/100,0,2,8,High
Brave ,"USA, UK","Animation, Adventure, Comedy, Family, Fantasy",English,5.0,True,PG,22-Jun-12,93 min,13-Nov-12,"3,39,650",11880.0,43426.0,18590049.0,3476.0,7.1/10,79%,69/100,1,18,48,High
Flightplan ,USA,"Action, Drama, Mystery, Thriller","English, French, German, Arabic, Italian, Japanese",2.0,False,PG-13,23-Sep-05,98 min,24-Jan-06,"1,43,516",366.0,2868.0,1486781.0,146.0,6.3/10,37%,53/100,0,2,6,High
Aqua Teen Hunger Force Colon Movie Film for Theaters ,USA,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",English,2.0,False,R,13-Apr-07,86 min,14-Aug-07,"12,897",28.0,216.0,30361.0,5.0,6.9/10,48%,54/100,0,0,0,Low
"Concert, Le ","France, Italy, Romania, Belgium","Comedy, Drama, Music","French, Russian",6.0,True,PG-13,04-Nov-09,119 min,01-Jan-11,"16,623",45.0,366.0,236734.0,11.0,7.6/10,62%,60/100,1,9,14,Low
127 Hours ,"USA, UK, France","Adventure, Biography, Drama, Thriller","English, Italian",3.0,True,R,28-Jan-11,94 min,01-Mar-11,"3,24,456",7758.0,31341.0,11637683.0,736.0,7.6/10,93%,82/100,1,23,141,High
Girl Model ,"USA, Russia, Japan, France","Documentary, Thriller","English, Japanese, Russian",,False,Not Rated,10-Feb-12,78 min,11-Feb-13,"2,116",10.0,101.0,145779.0,40.0,6.5/10,91%,68/100,0,2,1,Low
Miss Congeniality 2: Armed and Fabulous ,USA,"Action, Comedy, Crime",English,4.0,True,PG-13,24-Mar-05,115 min,21-Jun-05,"64,206",,,,,5.1/10,15%,34/100,0,2,5,High
"Soloist, The ","UK, France, USA","Biography, Drama, Music",English,2.0,True,PG-13,24-Apr-09,117 min,04-Aug-09,"48,622",349.0,1288.0,895812.0,53.0,6.7/10,57%,61/100,0,1,3,High
Advanced Style ,USA,"Documentary, Biography, Comedy, Drama, Family",English,2.0,False,,09-May-14,72 min,06-Oct-14,902,30.0,551.0,100740.0,3.0,7.3/10,89%,66/100,0,0,0,Low
High School Musical 3: Senior Year ,USA,"Comedy, Drama, Family, Music, Musical, Romance",English,2.0,True,G,24-Oct-08,112 min,17-Feb-09,"52,862",,,1873012.0,,4.7/10,64%,57/100,0,8,9,High
Strangers with Candy ,USA,Comedy,English,7.0,False,R,21-Jul-06,97 min,09-Mar-04,"7,554",0.0,85.0,51843.0,11.0,6.1/10,52%,57/100,0,0,0,Low
Nick and Norah's Infinite Playlist ,USA,"Comedy, Drama, Music, Romance",English,3.0,True,PG-13,03-Oct-08,90 min,03-Feb-09,"84,575",57.0,208.0,139314.0,13.0,6.7/10,74%,64/100,0,0,9,High
North Face ,"Germany, Austria, Switzerland","Adventure, Biography, Drama, History, Sport","German, Swiss German, French, Italian",5.0,True,Not Rated,23-Oct-08,126 min,11-May-10,"13,622",,,,,7.4/10,84%,67/100,0,4,6,Low
30 Days of Night ,"USA, New Zealand","Action, Horror, Thriller",English,5.0,True,R,19-Oct-07,113 min,19-Feb-08,"1,56,081",316.0,2357.0,917381.0,123.0,6.6/10,51%,53/100,0,0,13,High
Senna ,"UK, France, USA","Documentary, Biography, Sport","English, Portuguese, French, Japanese",1.0,False,PG-13,25-May-11,106 min,06-Mar-12,"55,394",202.0,1646.0,458185.0,30.0,8.6/10,92%,79/100,1,16,17,Low
Tammy ,USA,"Comedy, Romance",English,2.0,False,R,02-Jul-14,97 min,11-Nov-14,"44,206",489.0,5437.0,2981601.0,556.0,4.9/10,24%,39/100,0,1,7,High
Struck by Lightning ,USA,"Comedy, Drama","English, Spanish",1.0,False,Not Rated,11-Jan-13,90 min,21-May-13,"14,055",1975.0,20549.0,2861219.0,386.0,6.3/10,28%,41/100,0,2,0,Low
Animal Kingdom ,Australia,"Crime, Drama",English,1.0,False,R,03-Jun-10,113 min,18-Jan-11,"51,643",283.0,970.0,1027160.0,109.0,7.3/10,95%,83/100,1,38,54,Low
Armadillo ,Denmark,"Documentary, War",Danish,1.0,False,Not Rated,27-May-10,105 min,18-Oct-11,"8,841",983.0,1373.0,1419462.0,114.0,7.5/10,90%,72/100,0,10,16,Low
Adventureland ,USA,"Comedy, Drama, Romance",English,1.0,False,R,03-Apr-09,107 min,25-Aug-09,"1,46,592",493.0,2120.0,1457248.0,685.0,6.8/10,88%,76/100,0,1,4,High
All the Pretty Horses ,USA,"Drama, Romance, Western","English, Spanish",2.0,True,PG-13,25-Dec-00,116 min,08-May-01,"12,390",85.0,331.0,341140.0,37.0,5.8/10,32%,55/100,1,2,13,High
My Bloody Valentine 3-D ,USA,"Horror, Mystery, Thriller",English,4.0,True,R,16-Jan-09,101 min,19-May-09,"50,823",163.0,599.0,286571.0,30.0,5.5/10,60%,51/100,0,0,4,High
Battle of the Year ,USA,"Drama, Music",English,3.0,False,PG-13,20-Sep-13,110 min,10-Dec-13,"8,771",1368.0,11598.0,3561995.0,678.0,5.1/10,6%,29/100,0,0,1,High
Spy Game ,"Germany, USA, Japan, France","Action, Crime, Thriller","English, German, Arabic, French, Cantonese",3.0,True,R,21-Nov-01,126 min,16-Apr-02,"1,35,520",20.0,465.0,469753.0,60.0,7.1/10,66%,63/100,0,0,3,High
Paranoia ,"USA, India, France","Drama, Thriller",English,3.0,True,PG-13,16-Aug-13,106 min,19-Nov-13,"33,167",,,,,5.7/10,7%,32/100,0,0,1,Low
"Rookie, The ",USA,"Drama, Family, Sport",English,1.0,False,G,29-Mar-02,127 min,27-Aug-02,"29,936",,,,,7.0/10,84%,72/100,0,5,4,High
Paycheck ,"USA, Canada","Action, Crime, Drama, Mystery, Sci-Fi, Thriller",English,2.0,True,PG-13,25-Dec-03,119 min,18-May-04,"97,983",67.0,269.0,378873.0,29.0,6.3/10,27%,43/100,0,3,2,High
Transamerica ,USA,"Adventure, Comedy, Drama","English, Spanish",1.0,False,R,03-Mar-06,103 min,23-May-06,"38,919",3.0,43.0,23201.0,4.0,7.4/10,77%,66/100,1,32,23,High
Bright Young Things ,UK,"Comedy, Drama, War",English,2.0,True,R,03-Oct-03,102 min,08-Feb-05,"4,778",25.0,238.0,114489.0,10.0,6.6/10,65%,64/100,0,0,10,Low
Ghosts of Mars ,USA,"Action, Horror, Sci-Fi",English,2.0,False,R,24-Aug-01,98 min,04-Dec-01,"48,196",,,,,4.9/10,21%,35/100,0,0,2,High
"Watcher, The ",USA,"Crime, Drama, Mystery, Thriller","English, Vietnamese",4.0,True,R,08-Sep-00,97 min,02-Sep-03,"24,245",28.0,155.0,61039.0,6.0,5.3/10,10%,22/100,0,0,1,High
Searching for Sugar Man ,"Sweden, UK, Finland","Documentary, Biography, Music",English,3.0,False,PG-13,26-Jul-12,86 min,22-Jan-13,"58,734",216.0,2037.0,1126705.0,61.0,8.2/10,94%,79/100,1,39,30,Low
"Turtle's Tale 2: Sammy's Escape from Paradise, A ","Belgium, USA, France","Animation, Adventure, Family",English,1.0,False,Not Rated,15-Aug-12,92 min,16-Jul-13,"1,800",0.0,,435908.0,,5.7/10,20%,0,0,0,0,Low
Being Julia ,"Canada, USA, Hungary, UK","Comedy, Drama, Romance",English,2.0,True,R,18-Feb-05,104 min,22-Mar-05,"11,551",0.0,,6161.0,,7.0/10,76%,65/100,1,8,18,High
Venom ,USA,"Fantasy, Horror, Thriller",English,5.0,True,R,16-Sep-05,87 min,17-Jan-06,"9,115",2580.0,5872.0,13854448.0,7187.0,4.7/10,11%,25/100,0,0,0,Low
Mid-August Lunch ,Italy,"Comedy, Drama",Italian,3.0,True,Not Rated,05-Sep-08,75 min,05-Oct-10,"3,620",0.0,3.0,6281.0,0.0,7.0/10,88%,75/100,0,14,8,Low
Spider-Man 3 ,USA,"Action, Adventure, Sci-Fi","English, French",7.0,True,PG-13,04-May-07,139 min,30-Oct-07,"4,61,485",2268.0,5159.0,3625460.0,525.0,6.2/10,63%,59/100,1,3,32,High
Forgetting Sarah Marshall ,USA,"Comedy, Drama, Romance","English, Hawaiian, German, Japanese",1.0,False,R,18-Apr-08,111 min,05-Oct-08,"2,47,433",22.0,70.0,249347.0,49.0,7.2/10,83%,67/100,0,4,19,High
Bandits ,USA,"Comedy, Crime, Drama, Romance",English,1.0,False,PG-13,12-Oct-01,123 min,02-Apr-02,"62,505",25.0,175.0,106686.0,15.0,6.5/10,64%,60/100,1,4,5,High
Finding Nemo ,"USA, Australia","Animation, Adventure, Comedy, Family",English,4.0,True,G,30-May-03,100 min,07-May-13,"8,68,732",1077.0,6450.0,9093238.0,2266.0,8.1/10,99%,90/100,1,48,61,High
Booker's Place: A Mississippi Story ,USA,"Documentary, History, Mystery",English,,False,NOT RATED,26-Apr-12,90 min,06-Nov-12,112,2.0,30.0,3356.0,3.0,7.9/10,100%,78/100,0,1,1,Low
Cellular ,"USA, Germany","Action, Crime, Thriller",English,2.0,True,PG-13,10-Sep-04,94 min,18-Jan-05,"87,591",29.0,216.0,263462.0,11.0,6.5/10,55%,60/100,0,0,2,High
Ghosts of Girlfriends Past ,USA,"Comedy, Fantasy, Romance","English, Japanese, Chinese, Spanish",2.0,False,PG-13,01-May-09,100 min,22-Sep-09,"77,676",156.0,1490.0,1129977.0,68.0,5.8/10,27%,34/100,0,1,0,High
How High ,USA,"Comedy, Fantasy",English,1.0,False,R,21-Dec-01,93 min,21-May-02,"49,965",392.0,2574.0,2311409.0,131.0,6.3/10,26%,29/100,0,0,0,High
Samsara ,"USA, Indonesia, Singapore, Thailand, Kenya, Denmark, Brazil, Jordan, United Arab Emirates, Saudi Arabia, South Africa, Italy, Ghana, Egypt, China, Japan, Ethiopia, South Korea, Namibia","Documentary, Music",None,2.0,False,PG-13,23-Aug-12,102 min,08-Jan-13,"29,572",7.0,183.0,67873.0,4.0,8.5/10,76%,65/100,0,1,6,Low
"Five-Year Engagement, The ","USA, Japan","Comedy, Romance","English, Spanish",2.0,False,R,27-Apr-12,124 min,04-Sep-12,"88,576",0.0,7.0,22661.0,1.0,6.2/10,63%,62/100,0,0,0,High
You've Been Trumped ,UK,Documentary,English,2.0,False,Not Rated,06-Jul-12,79 min,11-Mar-13,"2,068",372.0,971.0,235139.0,123.0,7.5/10,85%,57/100,0,6,2,Low
Vidal Sassoon: The Movie ,USA,Documentary,English,1.0,False,PG,16-Dec-11,90 min,06-Sep-11,201,36.0,448.0,159385.0,8.0,6.4/10,60%,63/100,0,0,0,Low
Obsessed ,USA,"Drama, Romance, Thriller",English,1.0,False,PG-13,24-Apr-09,108 min,04-Aug-09,"26,959",,,,,4.9/10,19%,25/100,0,4,8,High
I Give It a Year ,"UK, France","Comedy, Romance",English,1.0,False,R,08-Feb-13,97 min,22-Oct-13,"34,088",0.0,1.0,4364.0,0.0,5.7/10,53%,50/100,0,1,1,High
"Boynton Beach Bereavement Club, The ",USA,"Comedy, Romance",English,4.0,True,R,25-Aug-06,105 min,06-Feb-07,841,0.0,4.0,5054.0,2.0,6.5/10,60%,61/100,0,0,2,Low
